"","Year","County","Size.of.Holding","value"
"5364","1875","Carlow","200+ Acres",120
"5365","1880","Carlow","200+ Acres",107
"5366","1885","Carlow","200+ Acres",115
"5367","1890","Carlow","200+ Acres",117
"5368","1895","Carlow","200+ Acres",115
"5369","1900","Carlow","200+ Acres",115
"5370","1905","Carlow","200+ Acres",112
"5371","1910","Carlow","200+ Acres",117
"5372","1915","Carlow","200+ Acres",146
"5373","1930","Carlow","200+ Acres",137
"5374","1940","Carlow","200+ Acres",140
"5375","1945","Carlow","200+ Acres",133
"5376","1950","Carlow","200+ Acres",129
"5377","1955","Carlow","200+ Acres",152
"5378","1960","Carlow","200+ Acres",139
"5379","1965","Carlow","200+ Acres",143
"5380","1970","Carlow","200+ Acres",135
"5381","1975","Carlow","200+ Acres",136
"5382","1980","Carlow","200+ Acres",131
"5383","1855","Dublin","200+ Acres",150
"5384","1860","Dublin","200+ Acres",143
"5385","1865","Dublin","200+ Acres",148
"5386","1870","Dublin","200+ Acres",140
"5387","1875","Dublin","200+ Acres",145
"5388","1880","Dublin","200+ Acres",147
"5389","1885","Dublin","200+ Acres",145
"5390","1890","Dublin","200+ Acres",147
"5391","1895","Dublin","200+ Acres",145
"5392","1900","Dublin","200+ Acres",151
"5393","1905","Dublin","200+ Acres",143
"5394","1910","Dublin","200+ Acres",136
"5395","1915","Dublin","200+ Acres",201
"5396","1930","Dublin","200+ Acres",179
"5397","1940","Dublin","200+ Acres",152
"5398","1945","Dublin","200+ Acres",144
"5399","1950","Dublin","200+ Acres",152
"5400","1955","Dublin","200+ Acres",152
"5401","1960","Dublin","200+ Acres",146
"5402","1965","Dublin","200+ Acres",149
"5403","1970","Dublin","200+ Acres",153
"5404","1975","Dublin","200+ Acres",146
"5405","1980","Dublin","200+ Acres",141
"5406","1855","Kildare","200+ Acres",367
"5407","1860","Kildare","200+ Acres",353
"5408","1865","Kildare","200+ Acres",366
"5409","1870","Kildare","200+ Acres",372
"5410","1875","Kildare","200+ Acres",370
"5411","1880","Kildare","200+ Acres",375
"5412","1885","Kildare","200+ Acres",381
"5413","1890","Kildare","200+ Acres",381
"5414","1895","Kildare","200+ Acres",403
"5415","1900","Kildare","200+ Acres",404
"5416","1905","Kildare","200+ Acres",388
"5417","1910","Kildare","200+ Acres",366
"5418","1915","Kildare","200+ Acres",434
"5419","1930","Kildare","200+ Acres",443
"5420","1940","Kildare","200+ Acres",414
"5421","1945","Kildare","200+ Acres",417
"5422","1950","Kildare","200+ Acres",427
"5423","1955","Kildare","200+ Acres",424
"5424","1960","Kildare","200+ Acres",399
"5425","1965","Kildare","200+ Acres",382
"5426","1970","Kildare","200+ Acres",399
"5427","1975","Kildare","200+ Acres",394
"5428","1980","Kildare","200+ Acres",364
"5429","1855","Kilkenny","200+ Acres",194
"5430","1860","Kilkenny","200+ Acres",197
"5431","1865","Kilkenny","200+ Acres",196
"5432","1870","Kilkenny","200+ Acres",204
"5433","1875","Kilkenny","200+ Acres",204
"5434","1880","Kilkenny","200+ Acres",215
"5435","1885","Kilkenny","200+ Acres",224
"5436","1890","Kilkenny","200+ Acres",234
"5437","1895","Kilkenny","200+ Acres",228
"5438","1900","Kilkenny","200+ Acres",231
"5439","1905","Kilkenny","200+ Acres",225
"5440","1910","Kilkenny","200+ Acres",217
"5441","1915","Kilkenny","200+ Acres",304
"5442","1930","Kilkenny","200+ Acres",305
"5443","1940","Kilkenny","200+ Acres",307
"5444","1945","Kilkenny","200+ Acres",338
"5445","1950","Kilkenny","200+ Acres",321
"5446","1955","Kilkenny","200+ Acres",300
"5447","1960","Kilkenny","200+ Acres",322
"5448","1965","Kilkenny","200+ Acres",341
"5449","1970","Kilkenny","200+ Acres",336
"5450","1975","Kilkenny","200+ Acres",325
"5451","1980","Kilkenny","200+ Acres",328
"5452","1855","Laoghais","200+ Acres",259
"5453","1860","Laoghais","200+ Acres",263
"5454","1865","Laoghais","200+ Acres",273
"5455","1870","Laoghais","200+ Acres",260
"5456","1875","Laoghais","200+ Acres",275
"5457","1880","Laoghais","200+ Acres",291
"5458","1885","Laoghais","200+ Acres",283
"5459","1890","Laoghais","200+ Acres",289
"5460","1895","Laoghais","200+ Acres",293
"5461","1900","Laoghais","200+ Acres",293
"5462","1905","Laoghais","200+ Acres",284
"5463","1910","Laoghais","200+ Acres",280
"5464","1915","Laoghais","200+ Acres",318
"5465","1930","Laoghais","200+ Acres",271
"5466","1940","Laoghais","200+ Acres",241
"5467","1945","Laoghais","200+ Acres",248
"5468","1950","Laoghais","200+ Acres",243
"5469","1955","Laoghais","200+ Acres",235
"5470","1960","Laoghais","200+ Acres",245
"5471","1965","Laoghais","200+ Acres",233
"5472","1970","Laoghais","200+ Acres",228
"5473","1975","Laoghais","200+ Acres",214
"5474","1980","Laoghais","200+ Acres",214
"5475","1855","Longford","200+ Acres",67
"5476","1860","Longford","200+ Acres",67
"5477","1865","Longford","200+ Acres",76
"5478","1870","Longford","200+ Acres",70
"5479","1875","Longford","200+ Acres",70
"5480","1880","Longford","200+ Acres",69
"5481","1885","Longford","200+ Acres",73
"5482","1890","Longford","200+ Acres",77
"5483","1895","Longford","200+ Acres",74
"5484","1900","Longford","200+ Acres",79
"5485","1905","Longford","200+ Acres",76
"5486","1910","Longford","200+ Acres",74
"5487","1915","Longford","200+ Acres",93
"5488","1930","Longford","200+ Acres",79
"5489","1940","Longford","200+ Acres",82
"5490","1945","Longford","200+ Acres",79
"5491","1950","Longford","200+ Acres",80
"5492","1955","Longford","200+ Acres",76
"5493","1960","Longford","200+ Acres",85
"5494","1965","Longford","200+ Acres",78
"5495","1970","Longford","200+ Acres",64
"5496","1975","Longford","200+ Acres",59
"5497","1980","Longford","200+ Acres",59
"5498","1855","Louth","200+ Acres",103
"5499","1860","Louth","200+ Acres",105
"5500","1865","Louth","200+ Acres",112
"5501","1870","Louth","200+ Acres",111
"5502","1875","Louth","200+ Acres",112
"5503","1880","Louth","200+ Acres",121
"5504","1885","Louth","200+ Acres",124
"5505","1890","Louth","200+ Acres",126
"5506","1895","Louth","200+ Acres",124
"5507","1900","Louth","200+ Acres",126
"5508","1905","Louth","200+ Acres",132
"5509","1910","Louth","200+ Acres",120
"5510","1915","Louth","200+ Acres",147
"5511","1930","Louth","200+ Acres",145
"5512","1940","Louth","200+ Acres",109
"5513","1945","Louth","200+ Acres",114
"5514","1950","Louth","200+ Acres",125
"5515","1955","Louth","200+ Acres",117
"5516","1960","Louth","200+ Acres",121
"5517","1965","Louth","200+ Acres",114
"5518","1970","Louth","200+ Acres",121
"5519","1975","Louth","200+ Acres",125
"5520","1980","Louth","200+ Acres",115
"5521","1855","Meath","200+ Acres",616
"5522","1860","Meath","200+ Acres",635
"5523","1865","Meath","200+ Acres",642
"5524","1870","Meath","200+ Acres",654
"5525","1875","Meath","200+ Acres",655
"5526","1880","Meath","200+ Acres",675
"5527","1885","Meath","200+ Acres",649
"5528","1890","Meath","200+ Acres",654
"5529","1895","Meath","200+ Acres",655
"5530","1900","Meath","200+ Acres",644
"5531","1905","Meath","200+ Acres",652
"5532","1910","Meath","200+ Acres",641
"5533","1915","Meath","200+ Acres",681
"5534","1930","Meath","200+ Acres",620
"5535","1940","Meath","200+ Acres",552
"5536","1945","Meath","200+ Acres",542
"5537","1950","Meath","200+ Acres",542
"5538","1955","Meath","200+ Acres",535
"5539","1960","Meath","200+ Acres",538
"5540","1965","Meath","200+ Acres",497
"5541","1970","Meath","200+ Acres",496
"5542","1975","Meath","200+ Acres",486
"5543","1980","Meath","200+ Acres",495
"5544","1855","Offaly","200+ Acres",316
"5545","1860","Offaly","200+ Acres",346
"5546","1865","Offaly","200+ Acres",346
"5547","1870","Offaly","200+ Acres",329
"5548","1875","Offaly","200+ Acres",314
"5549","1880","Offaly","200+ Acres",321
"5550","1885","Offaly","200+ Acres",299
"5551","1890","Offaly","200+ Acres",307
"5552","1895","Offaly","200+ Acres",306
"5553","1900","Offaly","200+ Acres",307
"5554","1905","Offaly","200+ Acres",304
"5555","1910","Offaly","200+ Acres",299
"5556","1915","Offaly","200+ Acres",333
"5557","1930","Offaly","200+ Acres",320
"5558","1940","Offaly","200+ Acres",308
"5559","1945","Offaly","200+ Acres",294
"5560","1950","Offaly","200+ Acres",297
"5561","1955","Offaly","200+ Acres",298
"5562","1960","Offaly","200+ Acres",278
"5563","1965","Offaly","200+ Acres",261
"5564","1970","Offaly","200+ Acres",245
"5565","1975","Offaly","200+ Acres",243
"5566","1980","Offaly","200+ Acres",226
"5567","1855","Westmeath","200+ Acres",316
"5568","1860","Westmeath","200+ Acres",324
"5569","1865","Westmeath","200+ Acres",332
"5570","1870","Westmeath","200+ Acres",320
"5571","1875","Westmeath","200+ Acres",313
"5572","1880","Westmeath","200+ Acres",326
"5573","1885","Westmeath","200+ Acres",328
"5574","1890","Westmeath","200+ Acres",320
"5575","1895","Westmeath","200+ Acres",329
"5576","1900","Westmeath","200+ Acres",336
"5577","1905","Westmeath","200+ Acres",334
"5578","1910","Westmeath","200+ Acres",338
"5579","1915","Westmeath","200+ Acres",342
"5580","1930","Westmeath","200+ Acres",317
"5581","1940","Westmeath","200+ Acres",330
"5582","1945","Westmeath","200+ Acres",336
"5583","1950","Westmeath","200+ Acres",319
"5584","1955","Westmeath","200+ Acres",309
"5585","1960","Westmeath","200+ Acres",309
"5586","1965","Westmeath","200+ Acres",295
"5587","1970","Westmeath","200+ Acres",279
"5588","1975","Westmeath","200+ Acres",258
"5589","1980","Westmeath","200+ Acres",258
"5590","1855","Wexford","200+ Acres",171
"5591","1860","Wexford","200+ Acres",188
"5592","1865","Wexford","200+ Acres",184
"5593","1870","Wexford","200+ Acres",177
"5594","1875","Wexford","200+ Acres",195
"5595","1880","Wexford","200+ Acres",195
"5596","1885","Wexford","200+ Acres",193
"5597","1890","Wexford","200+ Acres",208
"5598","1895","Wexford","200+ Acres",191
"5599","1900","Wexford","200+ Acres",207
"5600","1905","Wexford","200+ Acres",201
"5601","1910","Wexford","200+ Acres",200
"5602","1915","Wexford","200+ Acres",308
"5603","1930","Wexford","200+ Acres",310
"5604","1940","Wexford","200+ Acres",321
"5605","1945","Wexford","200+ Acres",314
"5606","1950","Wexford","200+ Acres",323
"5607","1955","Wexford","200+ Acres",330
"5608","1960","Wexford","200+ Acres",319
"5609","1965","Wexford","200+ Acres",345
"5610","1970","Wexford","200+ Acres",328
"5611","1975","Wexford","200+ Acres",328
"5612","1980","Wexford","200+ Acres",327
"5613","1855","Wicklow","200+ Acres",328
"5614","1860","Wicklow","200+ Acres",327
"5615","1865","Wicklow","200+ Acres",306
"5616","1870","Wicklow","200+ Acres",318
"5617","1875","Wicklow","200+ Acres",314
"5618","1880","Wicklow","200+ Acres",336
"5619","1885","Wicklow","200+ Acres",344
"5620","1890","Wicklow","200+ Acres",339
"5621","1895","Wicklow","200+ Acres",338
"5622","1900","Wicklow","200+ Acres",347
"5623","1905","Wicklow","200+ Acres",345
"5624","1910","Wicklow","200+ Acres",363
"5625","1915","Wicklow","200+ Acres",391
"5626","1930","Wicklow","200+ Acres",320
"5627","1940","Wicklow","200+ Acres",299
"5628","1945","Wicklow","200+ Acres",280
"5629","1950","Wicklow","200+ Acres",265
"5630","1955","Wicklow","200+ Acres",269
"5631","1960","Wicklow","200+ Acres",253
"5632","1965","Wicklow","200+ Acres",278
"5633","1970","Wicklow","200+ Acres",260
"5634","1975","Wicklow","200+ Acres",240
"5635","1980","Wicklow","200+ Acres",232
"5636","1855","Munster","200+ Acres",3317
"5637","1860","Munster","200+ Acres",3281
"5638","1865","Munster","200+ Acres",3212
"5639","1870","Munster","200+ Acres",3144
"5640","1875","Munster","200+ Acres",3095
"5641","1880","Munster","200+ Acres",3142
"5642","1885","Munster","200+ Acres",3141
"5643","1890","Munster","200+ Acres",3206
"5644","1895","Munster","200+ Acres",3108
"5645","1900","Munster","200+ Acres",3063
"5646","1905","Munster","200+ Acres",2988
"5647","1910","Munster","200+ Acres",3011
"5648","1915","Munster","200+ Acres",3415
"5649","1930","Munster","200+ Acres",2972
"5650","1940","Munster","200+ Acres",2789
"5651","1945","Munster","200+ Acres",2758
"5652","1950","Munster","200+ Acres",2771
"5653","1955","Munster","200+ Acres",2726
"5654","1960","Munster","200+ Acres",2680
"5655","1965","Munster","200+ Acres",2622
"5656","1970","Munster","200+ Acres",2543
"5657","1975","Munster","200+ Acres",2434
"5658","1980","Munster","200+ Acres",2468
"5659","1855","Clare","200+ Acres",406
"5660","1860","Clare","200+ Acres",418
"5661","1865","Clare","200+ Acres",415
"5662","1870","Clare","200+ Acres",423
"5663","1875","Clare","200+ Acres",399
"5664","1880","Clare","200+ Acres",404
"5665","1885","Clare","200+ Acres",389
"5666","1890","Clare","200+ Acres",406
"5667","1895","Clare","200+ Acres",396
"5668","1900","Clare","200+ Acres",408
"5669","1905","Clare","200+ Acres",411
"5670","1910","Clare","200+ Acres",402
"5671","1915","Clare","200+ Acres",467
"5672","1930","Clare","200+ Acres",388
"5673","1940","Clare","200+ Acres",364
"5674","1945","Clare","200+ Acres",361
"5675","1950","Clare","200+ Acres",355
"5676","1955","Clare","200+ Acres",356
"5677","1960","Clare","200+ Acres",328
"5678","1965","Clare","200+ Acres",324
"5679","1970","Clare","200+ Acres",306
"5680","1975","Clare","200+ Acres",276
"5681","1980","Clare","200+ Acres",294
"5682","1855","Cork","200+ Acres",925
"5683","1860","Cork","200+ Acres",892
"5684","1865","Cork","200+ Acres",872
"5685","1870","Cork","200+ Acres",850
"5686","1875","Cork","200+ Acres",812
"5687","1880","Cork","200+ Acres",859
"5688","1885","Cork","200+ Acres",873
"5689","1890","Cork","200+ Acres",878
"5690","1895","Cork","200+ Acres",851
"5691","1900","Cork","200+ Acres",824
"5692","1905","Cork","200+ Acres",790
"5693","1910","Cork","200+ Acres",792
"5694","1915","Cork","200+ Acres",956
"5695","1930","Cork","200+ Acres",903
"5696","1940","Cork","200+ Acres",838
"5697","1945","Cork","200+ Acres",821
"5698","1950","Cork","200+ Acres",804
"5699","1955","Cork","200+ Acres",796
"5700","1960","Cork","200+ Acres",751
"5701","1965","Cork","200+ Acres",745
"5702","1970","Cork","200+ Acres",722
"5703","1975","Cork","200+ Acres",701
"5704","1980","Cork","200+ Acres",684
"5705","1855","Kerry","200+ Acres",832
"5706","1860","Kerry","200+ Acres",823
"5707","1865","Kerry","200+ Acres",823
"5708","1870","Kerry","200+ Acres",757
"5709","1875","Kerry","200+ Acres",756
"5710","1880","Kerry","200+ Acres",732
"5711","1885","Kerry","200+ Acres",728
"5712","1890","Kerry","200+ Acres",739
"5713","1895","Kerry","200+ Acres",730
"5714","1900","Kerry","200+ Acres",710
"5715","1905","Kerry","200+ Acres",690
"5716","1910","Kerry","200+ Acres",694
"5717","1915","Kerry","200+ Acres",719
"5718","1930","Kerry","200+ Acres",506
"5719","1940","Kerry","200+ Acres",424
"5720","1945","Kerry","200+ Acres",440
"5721","1950","Kerry","200+ Acres",449
"5722","1955","Kerry","200+ Acres",446
"5723","1960","Kerry","200+ Acres",436
"5724","1965","Kerry","200+ Acres",425
"5725","1970","Kerry","200+ Acres",427
"5726","1975","Kerry","200+ Acres",414
"5727","1980","Kerry","200+ Acres",429
"5728","1855","Limerick","200+ Acres",315
"5729","1860","Limerick","200+ Acres",310
"5730","1865","Limerick","200+ Acres",292
"5731","1870","Limerick","200+ Acres",281
"5732","1875","Limerick","200+ Acres",282
"5733","1880","Limerick","200+ Acres",288
"5734","1885","Limerick","200+ Acres",290
"5735","1890","Limerick","200+ Acres",313
"5736","1895","Limerick","200+ Acres",292
"5737","1900","Limerick","200+ Acres",275
"5738","1905","Limerick","200+ Acres",267
"5739","1910","Limerick","200+ Acres",254
"5740","1915","Limerick","200+ Acres",285
"5741","1930","Limerick","200+ Acres",248
"5742","1940","Limerick","200+ Acres",238
"5743","1945","Limerick","200+ Acres",244
"5744","1950","Limerick","200+ Acres",240
"5745","1955","Limerick","200+ Acres",239
"5746","1960","Limerick","200+ Acres",236
"5747","1965","Limerick","200+ Acres",236
"5748","1970","Limerick","200+ Acres",206
"5749","1975","Limerick","200+ Acres",188
"5750","1980","Limerick","200+ Acres",202
"5751","1855","Tipperary","200+ Acres",619
"5752","1860","Tipperary","200+ Acres",624
"5753","1865","Tipperary","200+ Acres",608
"5754","1870","Tipperary","200+ Acres",622
"5755","1875","Tipperary","200+ Acres",622
"5756","1880","Tipperary","200+ Acres",607
"5757","1885","Tipperary","200+ Acres",609
"5758","1890","Tipperary","200+ Acres",624
"5759","1895","Tipperary","200+ Acres",601
"5760","1900","Tipperary","200+ Acres",599
"5761","1905","Tipperary","200+ Acres",590
"5762","1910","Tipperary","200+ Acres",611
"5763","1915","Tipperary","200+ Acres",669
"5764","1930","Tipperary","200+ Acres",612
"5765","1940","Tipperary","200+ Acres",601
"5766","1945","Tipperary","200+ Acres",578
"5767","1950","Tipperary","200+ Acres",600
"5768","1955","Tipperary","200+ Acres",584
"5769","1960","Tipperary","200+ Acres",606
"5770","1965","Tipperary","200+ Acres",579
"5771","1970","Tipperary","200+ Acres",571
"5772","1975","Tipperary","200+ Acres",553
"5773","1980","Tipperary","200+ Acres",561
"5774","1855","Tipperary NR","200+ Acres",NA
"5775","1860","Tipperary NR","200+ Acres",NA
"5776","1865","Tipperary NR","200+ Acres",NA
"5777","1870","Tipperary NR","200+ Acres",NA
"5778","1875","Tipperary NR","200+ Acres",NA
"5779","1880","Tipperary NR","200+ Acres",NA
"5780","1885","Tipperary NR","200+ Acres",NA
"5781","1890","Tipperary NR","200+ Acres",NA
"5782","1895","Tipperary NR","200+ Acres",NA
"5783","1900","Tipperary NR","200+ Acres",NA
"5784","1905","Tipperary NR","200+ Acres",NA
"5785","1910","Tipperary NR","200+ Acres",NA
"5786","1915","Tipperary NR","200+ Acres",NA
"5787","1930","Tipperary NR","200+ Acres",NA
"5788","1940","Tipperary NR","200+ Acres",NA
"5789","1945","Tipperary NR","200+ Acres",NA
"5790","1950","Tipperary NR","200+ Acres",NA
"5791","1955","Tipperary NR","200+ Acres",NA
"5792","1960","Tipperary NR","200+ Acres",NA
"5793","1965","Tipperary NR","200+ Acres",266
"5794","1970","Tipperary NR","200+ Acres",250
