"","Region","Year","Statistic","value"
"1434","Border","2012","Livestock Products - Other Products (excluding Milk) (Euro Million)",41.49
"1435","Midland","2012","Livestock Products - Other Products (excluding Milk) (Euro Million)",1.7
"1436","West","2012","Livestock Products - Other Products (excluding Milk) (Euro Million)",4.36
"1437","Southern and Eastern","2012","Livestock Products - Other Products (excluding Milk) (Euro Million)",24.22
"1438","Mid-West","2012","Livestock Products - Other Products (excluding Milk) (Euro Million)",0.82
"1439","South-East","2012","Livestock Products - Other Products (excluding Milk) (Euro Million)",5.85
"1440","South-West","2012","Livestock Products - Other Products (excluding Milk) (Euro Million)",12.38
"1441","State","1995","All Crops (Euro Million)",1217.18
"1442","Dublin plus Mid East","1995","All Crops (Euro Million)",230.58
"1443","Border, Midland and Western","1995","All Crops (Euro Million)",410.7
"1444","Border","1995","All Crops (Euro Million)",178.37
"1445","Midland","1995","All Crops (Euro Million)",109.38
"1446","West","1995","All Crops (Euro Million)",122.96
"1447","Southern and Eastern","1995","All Crops (Euro Million)",806.48
"1448","Mid-West","1995","All Crops (Euro Million)",97.96
"1449","South-East","1995","All Crops (Euro Million)",260.66
"1450","South-West","1995","All Crops (Euro Million)",217.28
"1451","State","1996","All Crops (Euro Million)",1268.7
"1452","Dublin plus Mid East","1996","All Crops (Euro Million)",254.98
"1453","Border, Midland and Western","1996","All Crops (Euro Million)",422.26
"1454","Border","1996","All Crops (Euro Million)",181.34
"1455","Midland","1996","All Crops (Euro Million)",113.43
"1456","West","1996","All Crops (Euro Million)",127.49
"1457","Southern and Eastern","1996","All Crops (Euro Million)",846.44
"1458","Mid-West","1996","All Crops (Euro Million)",97.5
"1459","South-East","1996","All Crops (Euro Million)",273.04
"1460","South-West","1996","All Crops (Euro Million)",220.92
"1461","State","1997","All Crops (Euro Million)",1102.6
"1462","Dublin plus Mid East","1997","All Crops (Euro Million)",212
"1463","Border, Midland and Western","1997","All Crops (Euro Million)",381.97
"1464","Border","1997","All Crops (Euro Million)",166.02
"1465","Midland","1997","All Crops (Euro Million)",101.63
"1466","West","1997","All Crops (Euro Million)",114.32
"1467","Southern and Eastern","1997","All Crops (Euro Million)",720.63
"1468","Mid-West","1997","All Crops (Euro Million)",85.31
"1469","South-East","1997","All Crops (Euro Million)",230.46
"1470","South-West","1997","All Crops (Euro Million)",192.87
"1471","State","1998","All Crops (Euro Million)",1127.88
"1472","Dublin plus Mid East","1998","All Crops (Euro Million)",225.68
"1473","Border, Midland and Western","1998","All Crops (Euro Million)",383.34
"1474","Border","1998","All Crops (Euro Million)",176.03
"1475","Midland","1998","All Crops (Euro Million)",96.3
"1476","West","1998","All Crops (Euro Million)",111.01
"1477","Southern and Eastern","1998","All Crops (Euro Million)",744.54
"1478","Mid-West","1998","All Crops (Euro Million)",85.8
"1479","South-East","1998","All Crops (Euro Million)",236.25
"1480","South-West","1998","All Crops (Euro Million)",196.81
"1481","State","1999","All Crops (Euro Million)",1184.32
"1482","Dublin plus Mid East","1999","All Crops (Euro Million)",245.38
"1483","Border, Midland and Western","1999","All Crops (Euro Million)",410.64
"1484","Border","1999","All Crops (Euro Million)",191.2
"1485","Midland","1999","All Crops (Euro Million)",103.28
"1486","West","1999","All Crops (Euro Million)",116.17
"1487","Southern and Eastern","1999","All Crops (Euro Million)",773.67
"1488","Mid-West","1999","All Crops (Euro Million)",86.88
"1489","South-East","1999","All Crops (Euro Million)",242.12
"1490","South-West","1999","All Crops (Euro Million)",199.29
"1491","State","2000","All Crops (Euro Million)",1228.59
"1492","Dublin plus Mid East","2000","All Crops (Euro Million)",232.52
"1493","Border, Midland and Western","2000","All Crops (Euro Million)",437.83
"1494","Border","2000","All Crops (Euro Million)",195.88
"1495","Midland","2000","All Crops (Euro Million)",109.64
"1496","West","2000","All Crops (Euro Million)",132.3
"1497","Southern and Eastern","2000","All Crops (Euro Million)",790.76
"1498","Mid-West","2000","All Crops (Euro Million)",100
"1499","South-East","2000","All Crops (Euro Million)",253.77
"1500","South-West","2000","All Crops (Euro Million)",204.48
"1501","State","2001","All Crops (Euro Million)",1322.52
"1502","Dublin plus Mid East","2001","All Crops (Euro Million)",255.9
"1503","Border, Midland and Western","2001","All Crops (Euro Million)",472.5
"1504","Border","2001","All Crops (Euro Million)",215.89
"1505","Midland","2001","All Crops (Euro Million)",115.39
"1506","West","2001","All Crops (Euro Million)",141.22
"1507","Southern and Eastern","2001","All Crops (Euro Million)",850.02
"1508","Mid-West","2001","All Crops (Euro Million)",109.46
"1509","South-East","2001","All Crops (Euro Million)",268.47
"1510","South-West","2001","All Crops (Euro Million)",216.19
"1511","State","2002","All Crops (Euro Million)",1245.33
"1512","Dublin plus Mid East","2002","All Crops (Euro Million)",250.04
"1513","Border, Midland and Western","2002","All Crops (Euro Million)",447.87
"1514","Border","2002","All Crops (Euro Million)",207.94
"1515","Midland","2002","All Crops (Euro Million)",106.82
"1516","West","2002","All Crops (Euro Million)",133.11
"1517","Southern and Eastern","2002","All Crops (Euro Million)",797.46
"1518","Mid-West","2002","All Crops (Euro Million)",99.31
"1519","South-East","2002","All Crops (Euro Million)",253.82
"1520","South-West","2002","All Crops (Euro Million)",194.29
"1521","State","2003","All Crops (Euro Million)",1302.71
"1522","Dublin plus Mid East","2003","All Crops (Euro Million)",256.04
"1523","Border, Midland and Western","2003","All Crops (Euro Million)",459.51
"1524","Border","2003","All Crops (Euro Million)",204.79
"1525","Midland","2003","All Crops (Euro Million)",117.51
"1526","West","2003","All Crops (Euro Million)",137.21
"1527","Southern and Eastern","2003","All Crops (Euro Million)",843.2
"1528","Mid-West","2003","All Crops (Euro Million)",100.78
"1529","South-East","2003","All Crops (Euro Million)",275.89
"1530","South-West","2003","All Crops (Euro Million)",210.48
"1531","State","2004","All Crops (Euro Million)",1350.62
"1532","Dublin plus Mid East","2004","All Crops (Euro Million)",262.32
"1533","Border, Midland and Western","2004","All Crops (Euro Million)",475.72
"1534","Border","2004","All Crops (Euro Million)",211.26
"1535","Midland","2004","All Crops (Euro Million)",123.44
"1536","West","2004","All Crops (Euro Million)",141.02
"1537","Southern and Eastern","2004","All Crops (Euro Million)",874.9
"1538","Mid-West","2004","All Crops (Euro Million)",107.6
"1539","South-East","2004","All Crops (Euro Million)",285.17
"1540","South-West","2004","All Crops (Euro Million)",219.8
"1541","State","2005","All Crops (Euro Million)",1378.09
"1542","Dublin plus Mid East","2005","All Crops (Euro Million)",250.79
"1543","Border, Midland and Western","2005","All Crops (Euro Million)",508.22
"1544","Border","2005","All Crops (Euro Million)",216.7
"1545","Midland","2005","All Crops (Euro Million)",122.5
"1546","West","2005","All Crops (Euro Million)",169.03
"1547","Southern and Eastern","2005","All Crops (Euro Million)",869.87
"1548","Mid-West","2005","All Crops (Euro Million)",117.45
"1549","South-East","2005","All Crops (Euro Million)",277.53
"1550","South-West","2005","All Crops (Euro Million)",224.11
"1551","State","2006","All Crops (Euro Million)",1460.83
"1552","Dublin plus Mid East","2006","All Crops (Euro Million)",279.6
"1553","Border, Midland and Western","2006","All Crops (Euro Million)",540.31
"1554","Border","2006","All Crops (Euro Million)",222.88
"1555","Midland","2006","All Crops (Euro Million)",133.58
"1556","West","2006","All Crops (Euro Million)",183.86
"1557","Southern and Eastern","2006","All Crops (Euro Million)",920.51
"1558","Mid-West","2006","All Crops (Euro Million)",127.67
"1559","South-East","2006","All Crops (Euro Million)",290.05
"1560","South-West","2006","All Crops (Euro Million)",223.2
"1561","State","2007","All Crops (Euro Million)",1632.14
"1562","Dublin plus Mid East","2007","All Crops (Euro Million)",310.77
"1563","Border, Midland and Western","2007","All Crops (Euro Million)",582.64
"1564","Border","2007","All Crops (Euro Million)",248.88
"1565","Midland","2007","All Crops (Euro Million)",150.7
"1566","West","2007","All Crops (Euro Million)",183.06
"1567","Southern and Eastern","2007","All Crops (Euro Million)",1049.5
"1568","Mid-West","2007","All Crops (Euro Million)",138.29
"1569","South-East","2007","All Crops (Euro Million)",337.3
"1570","South-West","2007","All Crops (Euro Million)",263.13
"1571","State","2008","All Crops (Euro Million)",1656.58
"1572","Dublin plus Mid East","2008","All Crops (Euro Million)",308.87
"1573","Border, Midland and Western","2008","All Crops (Euro Million)",592.57
"1574","Border","2008","All Crops (Euro Million)",246.49
"1575","Midland","2008","All Crops (Euro Million)",157.05
"1576","West","2008","All Crops (Euro Million)",189.03
"1577","Southern and Eastern","2008","All Crops (Euro Million)",1064.01
"1578","Mid-West","2008","All Crops (Euro Million)",145.52
"1579","South-East","2008","All Crops (Euro Million)",340.11
"1580","South-West","2008","All Crops (Euro Million)",269.51
"1581","State","2009","All Crops (Euro Million)",1377.39
"1582","Dublin plus Mid East","2009","All Crops (Euro Million)",263.04
"1583","Border, Midland and Western","2009","All Crops (Euro Million)",504.21
"1584","Border","2009","All Crops (Euro Million)",213.89
"1585","Midland","2009","All Crops (Euro Million)",129.74
"1586","West","2009","All Crops (Euro Million)",160.58
"1587","Southern and Eastern","2009","All Crops (Euro Million)",873.17
"1588","Mid-West","2009","All Crops (Euro Million)",119.17
"1589","South-East","2009","All Crops (Euro Million)",270.6
"1590","South-West","2009","All Crops (Euro Million)",220.37
"1591","State","2010","All Crops (Euro Million)",1506.81
"1592","Dublin plus Mid East","2010","All Crops (Euro Million)",296.97
"1593","Border, Midland and Western","2010","All Crops (Euro Million)",539.5
"1594","Border","2010","All Crops (Euro Million)",233.94
"1595","Midland","2010","All Crops (Euro Million)",136.63
"1596","West","2010","All Crops (Euro Million)",168.93
"1597","Southern and Eastern","2010","All Crops (Euro Million)",967.31
"1598","Mid-West","2010","All Crops (Euro Million)",127.4
"1599","South-East","2010","All Crops (Euro Million)",306.9
"1600","South-West","2010","All Crops (Euro Million)",236.05
"1601","State","2011","All Crops (Euro Million)",1758.07
"1602","Dublin plus Mid East","2011","All Crops (Euro Million)",350.5
"1603","Border, Midland and Western","2011","All Crops (Euro Million)",623.22
"1604","Border","2011","All Crops (Euro Million)",256.56
"1605","Midland","2011","All Crops (Euro Million)",169.28
"1606","West","2011","All Crops (Euro Million)",197.38
"1607","Southern and Eastern","2011","All Crops (Euro Million)",1134.85
"1608","Mid-West","2011","All Crops (Euro Million)",143.59
"1609","South-East","2011","All Crops (Euro Million)",368.17
"1610","South-West","2011","All Crops (Euro Million)",272.59
"1611","State","2012","All Crops (Euro Million)",1896.31
"1612","Dublin plus Mid East","2012","All Crops (Euro Million)",367.07
"1613","Border, Midland and Western","2012","All Crops (Euro Million)",675.76
"1614","Border","2012","All Crops (Euro Million)",284.7
"1615","Midland","2012","All Crops (Euro Million)",185.78
"1616","West","2012","All Crops (Euro Million)",205.28
"1617","Southern and Eastern","2012","All Crops (Euro Million)",1220.56
"1618","Mid-West","2012","All Crops (Euro Million)",156.15
"1619","South-East","2012","All Crops (Euro Million)",409.93
"1620","South-West","2012","All Crops (Euro Million)",287.41
"1621","State","1995","Crops - Cereals (Euro Million)",159.35
"1622","Dublin plus Mid East","1995","Crops - Cereals (Euro Million)",44.18
"1623","Border, Midland and Western","1995","Crops - Cereals (Euro Million)",33
"1624","Border","1995","Crops - Cereals (Euro Million)",13.83
"1625","Midland","1995","Crops - Cereals (Euro Million)",16.71
